Date_Time,Latitude,Longitude
20170529003739,27.30955803,-84.12575147
20170528202514,27.30958058,-84.15952783
20170528202414,27.30960324,-84.15969022
20170528202314,27.30962589,-84.15985262
20170529003839,27.30963057,-84.12556176
20170528202214,27.30964855,-84.16001501
20170528202114,27.3096712,-84.1601774
20170528202014,27.30969386,-84.1603398
20170529003939,27.30970312,-84.12537205
20170528201914,27.30971651,-84.16050219
20170528201814,27.30973917,-84.16066459
20170528201714,27.30976182,-84.16082698
20170529004039,27.30977567,-84.12518234
20170528201614,27.30978448,-84.16098937
20170528201514,27.30980713,-84.16115177
20170528201414,27.30982979,-84.16131416
20170529004139,27.30984822,-84.12499263
20170528201314,27.30985244,-84.16147655
20170528201214,27.3098751,-84.16163895
20170528201114,27.30989775,-84.16180134
20170528201014,27.30992041,-84.16196373
20170529004239,27.30992077,-84.12480292
20170528200914,27.30994306,-84.16212613
20170528200814,27.30996572,-84.16228852
20170528200714,27.30998837,-84.16245091
20170529004339,27.30999332,-84.12461321
20170528200614,27.31001103,-84.16261331
20170528200514,27.31003368,-84.1627757
20170528200414,27.31005634,-84.16293809
20170529004439,27.31006587,-84.1244235
20170528200314,27.31007899,-84.16310049
20170528200214,27.31010165,-84.16326288
20170528200114,27.3101243,-84.16342527
20170529004539,27.31013841,-84.1242338
20170528200014,27.31014696,-84.16358767
20170528195914,27.31016961,-84.16375006
20170528195814,27.31019227,-84.16391245
20170529004639,27.31021096,-84.12404409
20170528195714,27.31021492,-84.16407485
20170528195614,27.31023758,-84.16423724
20170528195514,27.31026023,-84.16439963
20170528195414,27.31028289,-84.16456203
20170529004739,27.31028351,-84.12385438
20170528195314,27.31030554,-84.16472442
20170528195214,27.3103282,-84.16488681
20170528195114,27.31035085,-84.16504921
20170529004839,27.31035606,-84.12366467
20170528195014,27.31037351,-84.1652116
20170528194914,27.31039616,-84.16537399
20170528194814,27.31041882,-84.16553639
20170529004939,27.31042861,-84.12347496
20170528194714,27.31044147,-84.16569878
20170528194614,27.31046413,-84.16586117
20170528194514,27.31048678,-84.16602357
20170529005039,27.31050116,-84.12328525
20170528194414,27.31050944,-84.16618596
20170528194314,27.31053209,-84.16634835
20170528194214,27.31055475,-84.16651075
20170529005139,27.3105737,-84.12309554
20170528194114,27.3105774,-84.16667314
20170528194014,27.31060006,-84.16683553
20170528193914,27.31062271,-84.16699793
20170528193814,27.31064537,-84.16716032
20170529005239,27.31064625,-84.12290583
20170528193714,27.31066802,-84.16732271
20170528193614,27.31069068,-84.16748511
20170528193514,27.31071334,-84.1676475
20170529005339,27.3107188,-84.12271612
20170528193414,27.31073599,-84.16780989
20170528193314,27.31075865,-84.16797229
20170528193214,27.3107813,-84.16813468
20170529005439,27.31079135,-84.12252641
20170528193114,27.31080396,-84.16829707
20170528193014,27.31082661,-84.16845947
20170528192914,27.31084927,-84.16862186
20170529005539,27.3108639,-84.1223367
20170528192814,27.31087192,-84.16878425
20170528192714,27.31089458,-84.16894665
20170528192614,27.31091723,-84.16910904
20170529005639,27.31093645,-84.12214699
20170528192514,27.31093989,-84.16927143
20170528192414,27.31096254,-84.16943383
20170528192314,27.3109852,-84.16959622
20170528192214,27.31100785,-84.16975861
20170529005739,27.31100899,-84.12195728
20170528192114,27.31103051,-84.16992101
20170528192014,27.31105316,-84.1700834
20170528191914,27.31107582,-84.17024579
20170529005839,27.31108154,-84.12176757
20170528191814,27.31109847,-84.17040819
20170528191714,27.31112113,-84.17057058
20170528191614,27.31114378,-84.17073297
20170529005939,27.31115409,-84.12157786
20170528191514,27.31116644,-84.17089537
20170528191414,27.31118909,-84.17105776
20170528191314,27.31121175,-84.17122015
20170529010039,27.31122664,-84.12138816
20170528191214,27.3112344,-84.17138255
20170528191114,27.31125706,-84.17154494
20170528191014,27.31127971,-84.17170733
20170529010139,27.31129919,-84.12119845
20170528190914,27.31130237,-84.17186973
20170528190814,27.31132502,-84.17203212
20170528190714,27.31134768,-84.17219451
20170528190614,27.31137033,-84.17235691
20170529010239,27.31137174,-84.12100874
20170528190514,27.31139299,-84.1725193
20170528190414,27.31141564,-84.17268169
20170528190314,27.3114383,-84.17284409
20170529010339,27.31144429,-84.12081903
20170528190214,27.31146095,-84.17300648
20170528190114,27.31148361,-84.17316887
20170528190014,27.31150626,-84.17333127
20170529010439,27.31151683,-84.12062932
20170528185914,27.31152892,-84.17349366
20170528185814,27.31155157,-84.17365605
20170528185714,27.31157423,-84.17381845
20170529010539,27.31158938,-84.12043961
20170528185614,27.31159688,-84.17398084
20170528185514,27.31161954,-84.17414323
20170528185414,27.31164219,-84.17430563
20170529010639,27.31166193,-84.1202499
20170528185314,27.31166485,-84.17446802
20170528185214,27.3116875,-84.17463042
20170528185114,27.31171016,-84.17479281
20170528185014,27.31173281,-84.1749552
20170529010739,27.31173448,-84.12006019
20170528184914,27.31175547,-84.1751176
20170528184814,27.31177812,-84.17527999
20170528184714,27.31180078,-84.17544238
20170529010839,27.31180703,-84.11987048
20170528184614,27.31182343,-84.17560478
20170528184514,27.31184609,-84.17576717
20170528184414,27.31186874,-84.17592956
20170529010939,27.31187958,-84.11968077
20170528184314,27.3118914,-84.17609196
20170528184214,27.31191405,-84.17625435
20170528184114,27.31193671,-84.17641674
20170529011039,27.31195212,-84.11949106
20170528184014,27.31195936,-84.17657914
20170528183914,27.31198202,-84.17674153
20170528183814,27.31200467,-84.17690392
20170529011139,27.31202467,-84.11930135
20170528183714,27.31202733,-84.17706632
20170528183614,27.31204998,-84.17722871
20170528183514,27.31207264,-84.1773911
20170528183414,27.31209529,-84.1775535
20170529011239,27.31209722,-84.11911164
20170528183314,27.31211795,-84.17771589
20170528183214,27.3121406,-84.17787828
20170528183114,27.31216326,-84.17804068
20170529011339,27.31216977,-84.11892193
20170528183014,27.31218591,-84.17820307
20170528182914,27.31220857,-84.17836546
20170528182814,27.31223122,-84.17852786
20170529011439,27.31224232,-84.11873223
20170528182714,27.31225388,-84.17869025
20170528182614,27.31227653,-84.17885264
20170528182514,27.31229919,-84.17901504
20170529011539,27.31231487,-84.11854252
20170528182414,27.31232184,-84.17917743
20170528182314,27.3123445,-84.17933982
20170528182214,27.31236715,-84.17950222
20170529011639,27.31238741,-84.11835281
20170528182114,27.31238981,-84.17966461
20170528182014,27.31241246,-84.179827
20170528181914,27.31243512,-84.1799894
20170528181814,27.31245777,-84.18015179
20170529011739,27.31245996,-84.1181631
20170528181714,27.31248043,-84.18031418
20170528181614,27.31250308,-84.18047658
20170528181514,27.31252574,-84.18063897
20170529011839,27.31253251,-84.11797339
20170528181414,27.31254839,-84.18080136
20170528181314,27.31257105,-84.18096376
20170528181214,27.3125937,-84.18112615
20170529011939,27.31260506,-84.11778368
20170528181114,27.31261636,-84.18128854
20170528181014,27.31263901,-84.18145094
20170528180905,27.31266167,-84.18161333
20170528180914,27.31266167,-84.18161333
20170529012039,27.31267761,-84.11759397
20170529012139,27.31275016,-84.11740426
20170529012239,27.31282271,-84.11721455
20170529012339,27.31289525,-84.11702484
20170528180805,27.31293313,-84.18186271
20170529012439,27.3129678,-84.11683513
20170529012539,27.31304035,-84.11664542
20170529012639,27.3131129,-84.11645571
20170529012739,27.31318545,-84.116266
20170528180705,27.31320459,-84.18211208
20170529012839,27.313258,-84.1160763
20170529012939,27.31333054,-84.11588659
20170529013039,27.31340309,-84.11569688
20170529013139,27.31347564,-84.11550717
20170528180605,27.31347604,-84.18236146
20170529013239,27.31354819,-84.11531746
20170529013339,27.31362074,-84.11512775
20170529013439,27.31369329,-84.11493804
20170528180505,27.3137475,-84.18261083
20170529013539,27.31376584,-84.11474833
20170529013639,27.31383838,-84.11455862
20170529013739,27.31391093,-84.11436891
20170529013839,27.31398348,-84.1141792
20170528180405,27.31401896,-84.18286021
20170529013939,27.31405603,-84.11398949
20170529014039,27.31412858,-84.11379978
20170529014139,27.31420113,-84.11361007
20170529014239,27.31427367,-84.11342036
20170528180305,27.31429042,-84.18310958
20170529014339,27.31434622,-84.11323066
20170529014439,27.31441877,-84.11304095
20170529014539,27.31449132,-84.11285124
20170528180205,27.31456187,-84.18335896
20170529014639,27.31456387,-84.11266153
20170529014739,27.31463642,-84.11247182
20170529014839,27.31470896,-84.11228211
20170529014939,27.31478151,-84.1120924
20170528180050,27.31483333,-84.18360833
20170528180105,27.31483333,-84.18360833
20170529015039,27.31485406,-84.11190269
20170528175950,27.31487128,-84.18379779
20170528175850,27.31490924,-84.18398724
20170529015139,27.31492661,-84.11171298
20170528175750,27.31494719,-84.1841767
20170528175650,27.31498515,-84.18436616
20170529015239,27.31499916,-84.11152327
20170528175550,27.3150231,-84.18455562
20170528175450,27.31506106,-84.18474507
20170529015339,27.31507171,-84.11133356
20170528175350,27.31509901,-84.18493453
20170528175250,27.31513697,-84.18512399
20170529015439,27.31514426,-84.11114385
20170528175150,27.31517492,-84.18531344
20170528175050,27.31521288,-84.1855029
20170529015539,27.3152168,-84.11095414
20170528174950,27.31525083,-84.18569236
20170528174850,27.31528878,-84.18588182
20170529015639,27.31528935,-84.11076443
20170528174750,27.31532674,-84.18607127
20170529015739,27.3153619,-84.11057473
20170528174650,27.31536469,-84.18626073
20170528174550,27.31540265,-84.18645019
20170529015839,27.31543445,-84.11038502
20170528174450,27.3154406,-84.18663964
20170528174350,27.31547856,-84.1868291
20170529015939,27.315507,-84.11019531
20170528174250,27.31551651,-84.18701856
20170528174150,27.31555447,-84.18720802
20170529020039,27.31557955,-84.1100056
20170528174050,27.31559242,-84.18739747
20170528173950,27.31563038,-84.18758693
20170529020139,27.31565209,-84.10981589
20170528173850,27.31566833,-84.18777639
20170528173750,27.31570628,-84.18796584
20170529020239,27.31572464,-84.10962618
20170528173650,27.31574424,-84.1881553
20170528173550,27.31578219,-84.18834476
20170529020339,27.31579719,-84.10943647
20170528173450,27.31582015,-84.18853422
20170528173350,27.3158581,-84.18872367
20170529020439,27.31586974,-84.10924676
20170528173250,27.31589606,-84.18891313
20170528173150,27.31593401,-84.18910259
20170529020539,27.31594229,-84.10905705
20170528173050,27.31597197,-84.18929204
20170528172950,27.31600992,-84.1894815
20170529020639,27.31601484,-84.10886734
20170528172850,27.31604788,-84.18967096
20170528172750,27.31608583,-84.18986042
20170529020739,27.31608738,-84.10867763
20170528172650,27.31612378,-84.19004987
20170529020839,27.31615993,-84.10848792
20170528172550,27.31616174,-84.19023933
20170528172450,27.31619969,-84.19042879
20170529020939,27.31623248,-84.10829821
20170528172350,27.31623765,-84.19061824
20170528172250,27.3162756,-84.1908077
20170529021039,27.31630503,-84.1081085
20170528172150,27.31631356,-84.19099716
20170528172050,27.31635151,-84.19118661
20170529021139,27.31637758,-84.1079188
20170528171950,27.31638947,-84.19137607
20170528171850,27.31642742,-84.19156553
20170529021239,27.31645013,-84.10772909
20170528171750,27.31646538,-84.19175499
20170528171650,27.31650333,-84.19194444
20170529021339,27.31652268,-84.10753938
20170528171550,27.31654128,-84.1921339
20170528171450,27.31657924,-84.19232336
20170529021439,27.31659522,-84.10734967
20170528171350,27.31661719,-84.19251281
20170528171250,27.31665515,-84.19270227
20170529021539,27.31666777,-84.10715996
20170528171150,27.3166931,-84.19289173
20170528171050,27.31673106,-84.19308119
20170529021639,27.31674032,-84.10697025
20170528170950,27.31676901,-84.19327064
20170528170850,27.31680697,-84.1934601
20170529021739,27.31681287,-84.10678054
20170528170750,27.31684492,-84.19364956
20170528170650,27.31688288,-84.19383901
20170529021839,27.31688542,-84.10659083
20170528170550,27.31692083,-84.19402847
20170529021939,27.31695797,-84.10640112
20170528170450,27.31695878,-84.19421793
20170528170350,27.31699674,-84.19440739
20170529022039,27.31703051,-84.10621141
20170528170250,27.31703469,-84.19459684
20170528170150,27.31707265,-84.1947863
20170529022139,27.31710306,-84.1060217
20170528170050,27.3171106,-84.19497576
20170528165950,27.31714856,-84.19516521
20170529022239,27.31717561,-84.10583199
20170528165850,27.31718651,-84.19535467
20170528165750,27.31722447,-84.19554413
20170529022339,27.31724816,-84.10564228
20170528165650,27.31726242,-84.19573359
20170528165550,27.31730038,-84.19592304
20170529022439,27.31732071,-84.10545257
20170528165450,27.31733833,-84.1961125
20170528165350,27.31737628,-84.19630196
20170529022539,27.31739326,-84.10526286
20170528165250,27.31741424,-84.19649141
20170528165150,27.31745219,-84.19668087
20170529022639,27.3174658,-84.10507316
20170528165050,27.31749015,-84.19687033
20170528164950,27.3175281,-84.19705979
20170529022739,27.31753835,-84.10488345
20170528164850,27.31756606,-84.19724924
20170528164750,27.31760401,-84.1974387
20170529022839,27.3176109,-84.10469374
20170528164650,27.31764197,-84.19762816
20170528164550,27.31767992,-84.19781761
20170529022939,27.31768345,-84.10450403
20170528164450,27.31771788,-84.19800707
20170528164350,27.31775583,-84.19819653
20170529023039,27.317756,-84.10431432
20170528164250,27.31779378,-84.19838599
20170529023139,27.31782855,-84.10412461
20170528164150,27.31783174,-84.19857544
20170528164050,27.31786969,-84.1987649
20170529023239,27.3179011,-84.1039349
20170528163950,27.31790765,-84.19895436
20170528163850,27.3179456,-84.19914381
20170529023339,27.31797364,-84.10374519
20170528163750,27.31798356,-84.19933327
20170528163650,27.31802151,-84.19952273
20170529023439,27.31804619,-84.10355548
20170528163550,27.31805947,-84.19971219
20170528163450,27.31809742,-84.19990164
20170529023539,27.31811874,-84.10336577
20170528163350,27.31813538,-84.2000911
20170528163250,27.31817333,-84.20028056
20170529023639,27.31819129,-84.10317606
20170528163150,27.31821128,-84.20047001
20170528163050,27.31824924,-84.20065947
20170529023739,27.31826384,-84.10298635
20170528162950,27.31828719,-84.20084893
20170528162850,27.31832515,-84.20103839
20170529023839,27.31833639,-84.10279664
20170528162750,27.3183631,-84.20122784
20170528162650,27.31840106,-84.2014173
20170529023939,27.31840893,-84.10260693
20170528162550,27.31843901,-84.20160676
20170528162450,27.31847697,-84.20179621
20170529024039,27.31848148,-84.10241723
20170528162350,27.31851492,-84.20198567
20170528162250,27.31855288,-84.20217513
20170529024139,27.31855403,-84.10222752
20170528162150,27.31859083,-84.20236459
20170529024239,27.31862658,-84.10203781
20170528162050,27.31862878,-84.20255404
20170528161950,27.31866674,-84.2027435
20170529024339,27.31869913,-84.1018481
20170528161850,27.31870469,-84.20293296
20170528161750,27.31874265,-84.20312241
20170529024439,27.31877168,-84.10165839
20170528161650,27.3187806,-84.20331187
20170528161550,27.31881856,-84.20350133
20170529024539,27.31884423,-84.10146868
20170528161450,27.31885651,-84.20369078
20170528161350,27.31889447,-84.20388024
20170529024639,27.31891677,-84.10127897
20170528161250,27.31893242,-84.2040697
20170528161150,27.31897038,-84.20425916
20170529024739,27.31898932,-84.10108926
20170528161050,27.31900833,-84.20444861
20170528160950,27.31904628,-84.20463807
20170529024839,27.31906187,-84.10089955
20170528160850,27.31908424,-84.20482753
20170528160750,27.31912219,-84.20501698
20170529024939,27.31913442,-84.10070984
20170528160650,27.31916015,-84.20520644
20170528160550,27.3191981,-84.2053959
20170529025039,27.31920697,-84.10052013
20170528160450,27.31923606,-84.20558536
20170528160350,27.31927401,-84.20577481
20170529025139,27.31927952,-84.10033042
20170528160250,27.31931197,-84.20596427
20170528160150,27.31934992,-84.20615373
20170529025239,27.31935206,-84.10014071
20170528160050,27.31938788,-84.20634318
20170529025339,27.31942461,-84.099951
20170528155950,27.31942583,-84.20653264
20170528155850,27.31946378,-84.2067221
20170529025439,27.31949716,-84.0997613
20170528155750,27.31950174,-84.20691156
20170528155650,27.31953969,-84.20710101
20170529025539,27.31956971,-84.09957159
20170528155550,27.31957765,-84.20729047
20170528155450,27.3196156,-84.20747993
20170529025639,27.31964226,-84.09938188
20170528155350,27.31965356,-84.20766938
20170528155250,27.31969151,-84.20785884
20170529025739,27.31971481,-84.09919217
20170528155150,27.31972947,-84.2080483
20170528155050,27.31976742,-84.20823776
20170529025839,27.31978735,-84.09900246
20170528154950,27.31980538,-84.20842721
20170528154840,27.31984333,-84.20861667
20170528154850,27.31984333,-84.20861667
20170529025939,27.3198599,-84.09881275
20170529030039,27.31993245,-84.09862304
20170528154740,27.32000059,-84.20885137
20170529030139,27.320005,-84.09843333
20170529030224,27.320005,-84.09843333
20170529030324,27.32007524,-84.09841166
20170529030424,27.32014548,-84.09839
20170528154640,27.32015785,-84.20908607
20170529030524,27.32021572,-84.09836833
20170529030624,27.32028595,-84.09834667
20170528154540,27.32031512,-84.20932078
20170529030724,27.32035619,-84.098325
20170529030824,27.32042643,-84.09830334
20170528154440,27.32047238,-84.20955548
20170529030924,27.32049667,-84.09828167
20170529031023,27.32049667,-84.09828167
20170529031123,27.32058769,-84.0980557
20170528154340,27.32062964,-84.20979018
20170529031223,27.3206787,-84.09782973
20170529031323,27.32076972,-84.09760376
20170528154240,27.3207869,-84.21002488
20170529031423,27.32086074,-84.09737779
20170528154140,27.32094417,-84.21025959
20170529031523,27.32095176,-84.09715182
20170529031623,27.32104277,-84.09692586
20170528154040,27.32110143,-84.21049429
20170529031723,27.32113379,-84.09669989
20170529031823,27.32122481,-84.09647392
20170528153940,27.32125869,-84.21072899
20170529031923,27.32131583,-84.09624795
20170529032023,27.32140684,-84.09602198
20170528153840,27.32141595,-84.21096369
20170529032123,27.32149786,-84.09579601
20170528153740,27.32157321,-84.21119839
20170529032223,27.32158888,-84.09557004
20170529032323,27.3216799,-84.09534407
20170528153640,27.32173048,-84.2114331
20170529032423,27.32177091,-84.0951181
20170529032523,27.32186193,-84.09489213
20170528153540,27.32188774,-84.2116678
20170529032623,27.32195295,-84.09466617
20170529032723,27.32204397,-84.0944402
20170528153440,27.322045,-84.2119025
20170529032823,27.32213498,-84.09421423
20170528153340,27.32220226,-84.2121372
20170529032923,27.322226,-84.09398826
20170529033023,27.32231702,-84.09376229
20170528153240,27.32235952,-84.2123719
20170529033123,27.32240804,-84.09353632
20170529033223,27.32249905,-84.09331035
20170528153140,27.32251679,-84.21260661
20170529033323,27.32259007,-84.09308438
20170528153040,27.32267405,-84.21284131
20170529033423,27.32268109,-84.09285841
20170529033523,27.32277211,-84.09263244
20170528152940,27.32283131,-84.21307601
20170529033623,27.32286312,-84.09240648
20170529033723,27.32295414,-84.09218051
20170528152840,27.32298857,-84.21331071
20170529033823,27.32304516,-84.09195454
