tag,datetime,date,time,hour,minute,year,month,type,ours,Species,TL,AG,CG,Cath,Condition,Fate,Comments,Recaptures
16070,04JUN17:15:23:10,06/04/2017,15:23:10,15,23,2017,6,vmt,1,RG,706,U,U,N,2,S,seaqualzed to 100 ft,
16071,19MAY17:15:19:27,05/19/2017,15:19:27,15,19,2017,5,imp,1,RG,511,U,U,N,,S,"On surface waiting for surgery started later. Didn't see release on camera, may have popped off at 50 ft instead of 100 ft. No drumming. Confirmed it was set to 50 ft, missed release on live feed",
16071,19MAY17:15:29:26,05/19/2017,15:29:26,15,29,2017,5,vmt,1,RG,511,U,U,N,,S,"On surface waiting for surgery started later. Didn't see release on camera, may have popped off at 50 ft instead of 100 ft. No drumming. Confirmed it was set to 50 ft, missed release on live feed",
16071,19MAY17:15:32:11,05/19/2017,15:32:11,15,32,2017,5,vmt,1,RG,511,U,U,N,,S,"On surface waiting for surgery started later. Didn't see release on camera, may have popped off at 50 ft instead of 100 ft. No drumming. Confirmed it was set to 50 ft, missed release on live feed",
16071,19MAY17:15:34:35,05/19/2017,15:34:35,15,34,2017,5,vmt,1,RG,511,U,U,N,,S,"On surface waiting for surgery started later. Didn't see release on camera, may have popped off at 50 ft instead of 100 ft. No drumming. Confirmed it was set to 50 ft, missed release on live feed",
16071,19MAY17:15:40:09,05/19/2017,15:40:09,15,40,2017,5,vmt,1,RG,511,U,U,N,,S,"On surface waiting for surgery started later. Didn't see release on camera, may have popped off at 50 ft instead of 100 ft. No drumming. Confirmed it was set to 50 ft, missed release on live feed",
16071,19MAY17:15:42:10,05/19/2017,15:42:10,15,42,2017,5,vmt,1,RG,511,U,U,N,,S,"On surface waiting for surgery started later. Didn't see release on camera, may have popped off at 50 ft instead of 100 ft. No drumming. Confirmed it was set to 50 ft, missed release on live feed",
16071,02JUN17:23:48:12,06/02/2017,23:48:12,23,48,2017,6,vmt,1,RG,511,U,U,N,,S,"On surface waiting for surgery started later. Didn't see release on camera, may have popped off at 50 ft instead of 100 ft. No drumming. Confirmed it was set to 50 ft, missed release on live feed",
16071,02JUN17:23:55:40,06/02/2017,23:55:40,23,55,2017,6,vmt,1,RG,511,U,U,N,,S,"On surface waiting for surgery started later. Didn't see release on camera, may have popped off at 50 ft instead of 100 ft. No drumming. Confirmed it was set to 50 ft, missed release on live feed",
16071,04JUN17:15:31:04,06/04/2017,15:31:04,15,31,2017,6,vmt,1,RG,511,U,U,N,,S,"On surface waiting for surgery started later. Didn't see release on camera, may have popped off at 50 ft instead of 100 ft. No drumming. Confirmed it was set to 50 ft, missed release on live feed",
16071,04JUN17:15:48:09,06/04/2017,15:48:09,15,48,2017,6,vmt,1,RG,511,U,U,N,,S,"On surface waiting for surgery started later. Didn't see release on camera, may have popped off at 50 ft instead of 100 ft. No drumming. Confirmed it was set to 50 ft, missed release on live feed",
16075,19MAY17:18:36:39,05/19/2017,18:36:39,18,36,2017,5,imp,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
16075,19MAY17:18:42:10,05/19/2017,18:42:10,18,42,2017,5,vmt,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
16075,19MAY17:18:44:24,05/19/2017,18:44:24,18,44,2017,5,vmt,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
16075,19MAY17:18:45:47,05/19/2017,18:45:47,18,45,2017,5,vmt,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
16075,19MAY17:18:47:28,05/19/2017,18:47:28,18,47,2017,5,vmt,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
16075,19MAY17:18:51:07,05/19/2017,18:51:07,18,51,2017,5,vmt,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
16075,19MAY17:18:58:55,05/19/2017,18:58:55,18,58,2017,5,vmt,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
16075,19MAY17:19:02:40,05/19/2017,19:02:40,19,2,2017,5,vmt,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
16075,19MAY17:22:24:53,05/19/2017,22:24:53,22,24,2017,5,vmt,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
16075,19MAY17:22:36:35,05/19/2017,22:36:35,22,36,2017,5,vmt,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
16075,19MAY17:22:38:24,05/19/2017,22:38:24,22,38,2017,5,vmt,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
16075,03JUN17:21:45:26,06/03/2017,21:45:26,21,45,2017,6,vmt,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
16075,03JUN17:21:58:27,06/03/2017,21:58:27,21,58,2017,6,vmt,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
16075,03JUN17:22:00:31,06/03/2017,22:00:31,22,0,2017,6,vmt,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
16075,03JUN17:22:06:31,06/03/2017,22:06:31,22,6,2017,6,vmt,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
16075,04JUN17:01:16:18,06/04/2017,1:16:18,1,16,2017,6,vmt,1,RG,461,U,U,A,2,S,pore too small to catheter. Seaqualized to 100 ft.,
