0001.DSG_RAWD_HMS_14_40_00__DMY_26_09_17.wav,20170926T144000Z,0,,,
0002.DSG_RAWD_HMS_18_00_00__DMY_26_09_17.wav,20170926T180000Z,0,,,
0003.DSG_RAWD_HMS_18_10_00__DMY_26_09_17.wav,20170926T181000Z,0,,,
0004.DSG_RAWD_HMS_13_50_00__DMY_27_09_17.wav,20170927T135000Z,0,,,
0005.DSG_RAWD_HMS_14_00_00__DMY_27_09_17.wav,20170927T140000Z,0,,,
0006.DSG_RAWD_HMS_14_10_00__DMY_27_09_17.wav,20170927T141000Z,0,,,
0007.DSG_RAWD_HMS_14_20_00__DMY_27_09_17.wav,20170927T142000Z,0,,,
0008.DSG_RAWD_HMS_14_30_00__DMY_27_09_17.wav,20170927T143000Z,0,,,
0009.DSG_RAWD_HMS_14_40_00__DMY_27_09_17.wav,20170927T144000Z,0,,,
0010.DSG_RAWD_HMS_14_50_00__DMY_27_09_17.wav,20170927T145000Z,0,,,
0011.DSG_RAWD_HMS_15_00_00__DMY_27_09_17.wav,20170927T150000Z,0,,,
0012.DSG_RAWD_HMS_15_10_00__DMY_27_09_17.wav,20170927T151000Z,0,,,
0013.DSG_RAWD_HMS_15_20_00__DMY_27_09_17.wav,20170927T152000Z,0,,,
0014.DSG_RAWD_HMS_15_30_00__DMY_27_09_17.wav,20170927T153000Z,0,,,
0015.DSG_RAWD_HMS_15_40_00__DMY_27_09_17.wav,20170927T154000Z,0,,,
0016.DSG_RAWD_HMS_15_50_00__DMY_27_09_17.wav,20170927T155000Z,0,,,
0017.DSG_RAWD_HMS_16_00_00__DMY_27_09_17.wav,20170927T160000Z,0,,,
0018.DSG_RAWD_HMS_16_10_00__DMY_27_09_17.wav,20170927T161000Z,0,,,
0019.DSG_RAWD_HMS_16_20_00__DMY_27_09_17.wav,20170927T162000Z,0,,,
0020.DSG_RAWD_HMS_16_30_00__DMY_27_09_17.wav,20170927T163000Z,0,,,
0021.DSG_RAWD_HMS_16_40_00__DMY_27_09_17.wav,20170927T164000Z,0,,,
0022.DSG_RAWD_HMS_16_50_00__DMY_27_09_17.wav,20170927T165000Z,0,,,
0023.DSG_RAWD_HMS_17_00_00__DMY_27_09_17.wav,20170927T170000Z,0,,,
0024.DSG_RAWD_HMS_17_10_00__DMY_27_09_17.wav,20170927T171000Z,0,,,
0025.DSG_RAWD_HMS_17_20_00__DMY_27_09_17.wav,20170927T172000Z,0,,,
0026.DSG_RAWD_HMS_17_30_00__DMY_27_09_17.wav,20170927T173000Z,0,,,
0027.DSG_RAWD_HMS_17_40_00__DMY_27_09_17.wav,20170927T174000Z,0,,,
0028.DSG_RAWD_HMS_17_50_00__DMY_27_09_17.wav,20170927T175000Z,0,,,
0029.DSG_RAWD_HMS_18_00_00__DMY_27_09_17.wav,20170927T180000Z,0,,,
0030.DSG_RAWD_HMS_18_10_00__DMY_27_09_17.wav,20170927T181000Z,0,,,
0031.DSG_RAWD_HMS_18_20_00__DMY_27_09_17.wav,20170927T182000Z,0,,,
0032.DSG_RAWD_HMS_18_30_00__DMY_27_09_17.wav,20170927T183000Z,0,,,
0033.DSG_RAWD_HMS_18_40_00__DMY_27_09_17.wav,20170927T184000Z,0,,,
0034.DSG_RAWD_HMS_18_50_00__DMY_27_09_17.wav,20170927T185000Z,0,,,
0035.DSG_RAWD_HMS_19_00_00__DMY_27_09_17.wav,20170927T190000Z,1,1.27E+01,,
0036.DSG_RAWD_HMS_19_10_00__DMY_27_09_17.wav,20170927T191000Z,1,4.88E+01,,
0037.DSG_RAWD_HMS_19_20_00__DMY_27_09_17.wav,20170927T192000Z,0,,,
0038.DSG_RAWD_HMS_19_30_00__DMY_27_09_17.wav,20170927T193000Z,0,,,
0039.DSG_RAWD_HMS_19_40_00__DMY_27_09_17.wav,20170927T194000Z,0,,,
0040.DSG_RAWD_HMS_19_50_00__DMY_27_09_17.wav,20170927T195000Z,0,,,
0041.DSG_RAWD_HMS_20_00_00__DMY_27_09_17.wav,20170927T200000Z,0,,,
0042.DSG_RAWD_HMS_20_10_00__DMY_27_09_17.wav,20170927T201000Z,0,,,
0043.DSG_RAWD_HMS_20_20_00__DMY_27_09_17.wav,20170927T202000Z,0,,,
0044.DSG_RAWD_HMS_20_30_00__DMY_27_09_17.wav,20170927T203000Z,0,,,
0045.DSG_RAWD_HMS_20_40_00__DMY_27_09_17.wav,20170927T204000Z,0,,,
0046.DSG_RAWD_HMS_20_50_00__DMY_27_09_17.wav,20170927T205000Z,1,3.47E+01,,
0047.DSG_RAWD_HMS_21_00_00__DMY_27_09_17.wav,20170927T210000Z,0,,,
0048.DSG_RAWD_HMS_21_10_00__DMY_27_09_17.wav,20170927T211000Z,0,,,
0049.DSG_RAWD_HMS_21_20_00__DMY_27_09_17.wav,20170927T212000Z,0,,,
0050.DSG_RAWD_HMS_21_30_00__DMY_27_09_17.wav,20170927T213000Z,0,,,
0051.DSG_RAWD_HMS_21_40_00__DMY_27_09_17.wav,20170927T214000Z,1,3.32E+01,,
0052.DSG_RAWD_HMS_21_50_00__DMY_27_09_17.wav,20170927T215000Z,0,,,
0053.DSG_RAWD_HMS_22_00_00__DMY_27_09_17.wav,20170927T220000Z,1,5.76E+01,,
0054.DSG_RAWD_HMS_22_10_00__DMY_27_09_17.wav,20170927T221000Z,0,,,
0055.DSG_RAWD_HMS_22_20_00__DMY_27_09_17.wav,20170927T222000Z,0,,,
0056.DSG_RAWD_HMS_22_30_00__DMY_27_09_17.wav,20170927T223000Z,0,,,
0057.DSG_RAWD_HMS_22_40_00__DMY_27_09_17.wav,20170927T224000Z,0,,,
0058.DSG_RAWD_HMS_22_50_00__DMY_27_09_17.wav,20170927T225000Z,1,4.12E+01,,
0059.DSG_RAWD_HMS_23_00_00__DMY_27_09_17.wav,20170927T230000Z,0,,,
0060.DSG_RAWD_HMS_23_10_00__DMY_27_09_17.wav,20170927T231000Z,0,,,
0061.DSG_RAWD_HMS_23_20_00__DMY_27_09_17.wav,20170927T232000Z,0,,,
0062.DSG_RAWD_HMS_23_30_00__DMY_27_09_17.wav,20170927T233000Z,0,,,
0063.DSG_RAWD_HMS_23_40_00__DMY_27_09_17.wav,20170927T234000Z,0,,,
0064.DSG_RAWD_HMS_23_50_00__DMY_27_09_17.wav,20170927T235000Z,0,,,
0065.DSG_RAWD_HMS_00_00_00__DMY_28_09_17.wav,20170928T000000Z,1,5.06E+01,,
0066.DSG_RAWD_HMS_00_10_00__DMY_28_09_17.wav,20170928T001000Z,1,3.77E+01,,
0067.DSG_RAWD_HMS_00_20_00__DMY_28_09_17.wav,20170928T002000Z,0,,,
0068.DSG_RAWD_HMS_00_30_00__DMY_28_09_17.wav,20170928T003000Z,0,,,
0069.DSG_RAWD_HMS_00_40_00__DMY_28_09_17.wav,20170928T004000Z,0,,,
0070.DSG_RAWD_HMS_00_50_00__DMY_28_09_17.wav,20170928T005000Z,0,,,
