201371669.,20160408115946,0,,
201371669.,20160408121948,0,,
201371669.,20160408123948,0,,
201371669.,20160408125948,0,,
201371669.,20160408131948,0,,
201371669.,20160408133948,0,,
201371669.,20160408135948,0,,
201371669.,20160408141948,0,,
201371669.,20160408143948,0,,
201371669.,20160408145948,0,,
201371669.,20160408151948,0,,
201371669.,20160408153948,0,,
201371669.,20160408155948,0,,
201371669.,20160408161948,0,,
201371669.,20160408163948,0,,
201371669.,20160408165948,0,,
201371669.,20160408171948,0,,
201371669.,20160408173948,0,,
201371669.,20160408175948,0,,
201371669.,20160408181948,0,,
201371669.,20160408183948,0,,
201371669.,20160408185948,0,,
201371669.,20160408191948,0,,
201371669.,20160408193948,0,,
201371669.,20160408195948,0,,
201371669.,20160408201948,0,,
201371669.,20160408203948,0,,
201371669.,20160408205948,0,,
201371669.,20160408211948,0,,
201371669.,20160408213948,0,,
201371669.,20160408215948,0,,
201371669.,20160408221948,0,,
201371669.,20160408223948,0,,
201371669.,20160408225948,0,,
201371669.,20160408231948,0,,
201371669.,20160408233948,0,,
201371669.,20160408235948,0,,
201371669.,20160409001948,0,,
201371669.,20160409003948,0,,
201371669.,20160409005948,0,,
201371669.,20160409011948,0,,
201371669.,20160409013948,0,,
201371669.,20160409015948,0,,
201371669.,20160409021948,0,,
201371669.,20160409023948,0,,
201371669.,20160409025948,0,,
201371669.,20160409031948,0,,
201371669.,20160409033948,0,,
201371669.,20160409035948,0,,
201371669.,20160409041948,0,,
201371669.,20160409043948,0,,
201371669.,20160409045948,0,,
201371669.,20160409051948,0,,
201371669.,20160409053948,0,,
201371669.,20160409055948,0,,
201371669.,20160409061948,0,,
201371669.,20160409063948,0,,
201371669.,20160409065948,0,,
201371669.,20160409071948,0,,
201371669.,20160409073948,0,,
201371669.,20160409075948,0,,
201371669.,20160409081948,0,,
201371669.,20160409083948,0,,
201371669.,20160409085948,0,,
201371669.,20160409091948,0,,
201371669.,20160409093948,0,,
201371669.,20160409095948,0,,
201371669.,20160409101948,0,,
201371669.,20160409103948,0,,
201371669.,20160409105948,0,,
201371669.,20160409111948,0,,
201371669.,20160409113948,0,,
201371669.,20160409115948,0,,
201371669.,20160409121948,0,,
201371669.,20160409123948,0,,
201371669.,20160409125948,0,,
201371669.,20160409131948,0,,
201371669.,20160409133948,0,,
201371669.,20160409135948,0,,
201371669.,20160409141948,0,,
201371669.,20160409143948,0,,
201371669.,20160409145948,0,,
201371669.,20160409151948,0,,
201371669.,20160409153948,0,,
201371669.,20160409155948,0,,
201371669.,20160409161948,0,,
201371669.,20160409163948,0,,
201371669.,20160409165948,0,,
201371669.,20160409171948,0,,
201371669.,20160409173948,0,,
201371669.,20160409175948,0,,
201371669.,20160409181948,0,,
