File,Date,Time,Count,0:05,,,,,
603,1/5/17 7:10,,0,,,,,,
604,1/5/17 7:15,,0,,,,,,
605,1/5/17 7:20,,0,,,,,,
606,1/5/17 7:25,,0,,,,,,
607,1/5/17 7:30,,0,,,,,,
608,1/5/17 7:35,,0,,,,,,
609,1/5/17 7:40,,0,,,,,,
610,1/5/17 7:45,,0,,,,,,
611,1/5/17 7:50,,0,,,,,,
612,1/5/17 7:55,,0,,,,,,
613,1/5/17 8:00,,0,,,,,,
614,1/5/17 8:05,,0,,,,,,
615,1/5/17 8:10,,0,,,,,,
616,1/5/17 8:15,,0,,,,,,
617,1/5/17 8:20,,0,,,,,,
618,1/5/17 8:25,,0,,,,,,
619,1/5/17 8:30,,0,,,,,,
620,1/5/17 8:35,,0,,,,,,
621,1/5/17 8:40,,0,,,,,,
622,1/5/17 8:45,,0,,,,,,
623,1/5/17 8:50,,0,,,,,,
624,1/5/17 8:55,,1,4.64E+01,,,,,
625,1/5/17 9:00,,0,,,,,,
626,1/5/17 9:05,,1,3.87E+01,,,,,
627,1/5/17 9:10,,0,,,,,,
628,1/5/17 9:15,,1,1.58E+01,,,,,
629,1/5/17 9:20,,0,,,,,,
630,1/5/17 9:25,,1,3.17E+01,,,,,
631,1/5/17 9:30,,0,,,,,,
632,1/5/17 9:35,,2,1.58E+01,3.31E+01,,,,
633,1/5/17 9:40,,0,,,,,,
634,1/5/17 9:45,,0,,,,,,
635,1/5/17 9:50,,0,,,,,,
636,1/5/17 9:55,,0,,,,,,
637,1/5/17 10:00,,0,,,,,,
638,1/5/17 10:05,,0,,,,,,
639,1/5/17 10:10,,0,,,,,,
640,1/5/17 10:15,,0,,,,,,
641,1/5/17 10:20,,0,,,,,,
642,1/5/17 10:25,,0,,,,,,
643,1/5/17 10:30,,0,,,,,,
644,1/5/17 10:35,,0,,,,,,
645,1/5/17 10:40,,0,,,,,,
646,1/5/17 10:45,,0,,,,,,
647,1/5/17 10:50,,0,,,,,,
648,1/5/17 10:55,,0,,,,,,
649,1/5/17 11:00,,0,,,,,,
650,1/5/17 11:05,,0,,,,,,
651,1/5/17 11:10,,0,,,,,,
652,1/5/17 11:15,,0,,,,,,
653,1/5/17 11:20,,0,,,,,,
654,1/5/17 11:25,,0,,,,,,
655,1/5/17 11:30,,0,,,,,,
656,1/5/17 11:35,,0,,,,,,
657,1/5/17 11:40,,0,,,,,,
658,1/5/17 11:45,,0,,,,,,
659,1/5/17 11:50,,0,,,,,,
660,1/5/17 11:55,,0,,,,,,
661,1/5/17 12:00,,0,,,,,,
662,1/5/17 12:05,,0,,,,,,
663,1/5/17 12:10,,0,,,,,,
664,1/5/17 12:15,,0,,,,,,
665,1/5/17 12:20,,0,,,,,,
666,1/5/17 12:25,,0,,,,,,
667,1/5/17 12:30,,0,,,,,,
668,1/5/17 12:35,,0,,,,,,
669,1/5/17 12:40,,0,,,,,,
670,1/5/17 12:45,,0,,,,,,
671,1/5/17 12:50,,0,,,,,,
672,1/5/17 12:55,,0,,,,,,
673,1/5/17 13:00,,0,,,,,,
674,1/5/17 13:05,,0,,,,,,
675,1/5/17 13:10,,0,,,,,,
676,1/5/17 13:15,,0,,,,,,
677,1/5/17 13:20,,0,,,,,,
678,1/5/17 13:25,,0,,,,,,
679,1/5/17 13:30,,0,,,,,,
680,1/5/17 13:35,,0,,,,,,
681,1/5/17 13:40,,0,,,,,,
